iter	RMSE
573	0.05523058693
574	0.05516038625
575	0.05515293567
576	0.05513975364
577	0.05505643588
578	0.05496994928
579	0.05486927676
580	0.05479467621
581	0.05473785481
582	0.05473219432
583	0.05465188499
584	0.05464550683
585	0.05459618423
586	0.0545289692
587	0.05446101265
588	0.05442930042
589	0.0544221471
590	0.05438398349
591	0.05431975442
592	0.05426321695
593	0.05418227111
594	0.05411347472
595	0.05403702757
596	0.05399026403
597	0.05391285289
598	0.05383650236
599	0.05377346609
600	0.0537356225
601	0.05366985499
602	0.05358583581
603	0.05357885558
604	0.05351444051
605	0.05350612749
606	0.05341301901
607	0.05340660807
608	0.05331622312
609	0.0532569943
610	0.05320204802
611	0.05310773546
612	0.05308714422
613	0.05305003903
614	0.05299773087
615	0.05290677134
616	0.05286324206
617	0.0528122873
618	0.05270328257
619	0.0526488815
620	0.05258127418
621	0.05250663392
622	0.0524565482
623	0.05236759814
624	0.05232945276
625	0.05226420601
626	0.05219776366
627	0.05214937143
628	0.05208050515
629	0.05204966118
630	0.05199830214
631	0.05195751272
632	0.05191191099
633	0.05184654824
634	0.05177501161
635	0.05167989486
636	0.05159014059
637	0.05149454965
638	0.05145203378
639	0.05138488714
640	0.05132925875
641	0.05130028011
642	0.05122897829
643	0.05115605729
644	0.05106911183
645	0.05101499375
646	0.05096130971
647	0.05092945879
648	0.05090381605
649	0.05085480706
650	0.05080767421
651	0.05076333196
652	0.05067652435
653	0.05062193509
654	0.05061323351
655	0.05052833086
656	0.0504656968
657	0.05041924253
658	0.05036817766
659	0.05029208813
660	0.05024052729
661	0.05023365829
662	0.05018814939
663	0.0501308112
664	0.05005043947
665	0.05001318716
666	0.04997341163
667	0.04996726974
668	0.04994531147
669	0.04993002088
670	0.04986514881
671	0.04977642176
672	0.04976085306
673	0.04967132996
674	0.04961930179
675	0.04954852613
676	0.04946515237
677	0.04941257602
678	0.04940645307
679	0.04933491617
680	0.04927392817
681	0.04926850117
682	0.0492189174
683	0.04917093121
684	0.04909051497
685	0.04903737876
686	0.04897657873
687	0.04891895713
688	0.04889148458
689	0.04886117879
690	0.04883222403
691	0.04876273026
692	0.04872139345
693	0.04864866353
694	0.04857346702
695	0.04852905605
696	0.04845251221
697	0.04840676602
698	0.04833125861
699	0.04824296986
700	0.04815539505
701	0.04811216697
702	0.04807892737
703	0.04800521341
704	0.04793111911
705	0.04790499382
706	0.04786302107
707	0.04781466916
708	0.04775019367
709	0.04768235867
710	0.04763252508
711	0.04756596561
712	0.04751769232
713	0.04745968766
714	0.04738308115
715	0.04730150174
716	0.04726102299
717	0.04717386263
718	0.04712335028
719	0.04706060401
720	0.04702035197
721	0.04697932948
722	0.04692431584
723	0.0468536458
724	0.04680687591
725	0.04678455769
726	0.046696617
727	0.04667519683
728	0.0466190719
729	0.04657835623
730	0.04652791278
731	0.0464689942
732	0.0464100439
733	0.04636023023
734	0.04628893417
735	0.04622962082
736	0.04618433322
737	0.04611712475
738	0.04605866989
739	0.04602934071
740	0.0459850399
741	0.04592811376
742	0.0458726301
743	0.04583163553
744	0.04579112179
745	0.04573690919
746	0.04570318563
747	0.04563461094
748	0.04558513164
749	0.04555944597
750	0.04550258733
751	0.04546674307
752	0.04539180814
753	0.04535555503
754	0.04530894412
755	0.04522957871
756	0.04519955225
757	0.04519541052
758	0.04516336071
759	0.04511052929
760	0.04507958741
761	0.04503193549
762	0.04495833771
763	0.04490681748
764	0.04482113018
765	0.04474654669
766	0.04467930197
767	0.04463086182
768	0.04462688724
769	0.04457058732
770	0.04452150278
771	0.04449662578
772	0.04446458934
773	0.04440040767
774	0.04437060244
775	0.04432115672
776	0.04424533984
777	0.04422701679
778	0.04419890049
779	0.04419141469
780	0.04416363549
781	0.04414553531
782	0.04408481933
783	0.04408099851
784	0.04404904398
785	0.04397841988
786	0.04397465088
787	0.04393009279
788	0.04389498576
789	0.04389030255
790	0.04385426506
791	0.04381940585
792	0.04377569654
793	0.0436794933
794	0.04366068082
795	0.04358012633
796	0.04351488602
797	0.04346222962
798	0.04342131666
799	0.04337983696
800	0.04334808318
801	0.04329505471
802	0.04325575316
803	0.04320112489
804	0.04317127441
805	0.04316810298
806	0.04314932481
807	0.04312560476
808	0.04305799551
809	0.04300639742
810	0.0429685184
811	0.04293887947
812	0.04290236575
813	0.04288022055
814	0.0428222962
815	0.04277234907
816	0.04274005447
817	0.04269530429
818	0.04264139336
819	0.04257109085
820	0.04256829543
821	0.04251530122
822	0.04246861372
823	0.04244725281
824	0.04243006472
825	0.04238365535
826	0.04232425164
827	0.04227817185
828	0.0422272164
829	0.04217968129
830	0.04217631345
831	0.0421307352
832	0.04207167049
833	0.04201454204
834	0.04199390417
835	0.041973097
836	0.0419361908
837	0.04191570628
838	0.0418711529
839	0.04182663732
840	0.04176004588
841	0.04170635047
842	0.04165086663
843	0.04162035587
844	0.04158437962
845	0.04156233465
846	0.04151550312
847	0.04147731695
848	0.04141530706
849	0.04136615311
850	0.04136301586
851	0.04130859326
852	0.04128416503
853	0.04122634652
854	0.04119104913
855	0.04114992225
856	0.04111032284
857	0.04105410741
858	0.04099147762
859	0.04095271365
860	0.04092096953
861	0.04088718313
862	0.04086352452
863	0.04083657293
864	0.04080568265
865	0.04076270745
866	0.04074849947
867	0.0407203283
868	0.04068387659
869	0.04064449877
870	0.04058544042
871	0.04054471739
872	0.04051732139
873	0.04047878353
874	0.04042209118
875	0.04036360623
876	0.04032502516
877	0.04029951101
878	0.04023466152
879	0.0401982535
880	0.04014188731
881	0.04006905994
882	0.04004463409
883	0.04002826298
884	0.03995509916
885	0.03988302744
886	0.03984816843
887	0.03981660647
888	0.03975552931
889	0.03970596092
890	0.03965189104
891	0.0396100307
892	0.0395947724
893	0.03955912501
894	0.03952196975
895	0.03948726982
896	0.03945582051
897	0.03938752161
898	0.03935027861
899	0.03932076976
900	0.03929030851
901	0.03923241505
902	0.03922515765
903	0.03919587517
904	0.03913774157
905	0.03912017705
906	0.03906289387
907	0.03900805529
908	0.03900546086
909	0.03896384605
910	0.038944377
911	0.03891324683
912	0.03887670341
913	0.03885416788
914	0.03880411522
915	0.03874407834
916	0.038707614
917	0.03868658566
918	0.03863459943
919	0.03858254108
920	0.03853067229
921	0.03847244778
922	0.0384517432
923	0.03839272838
924	0.03834822616
925	0.03828583008
926	0.03823049552
927	0.03819992059
928	0.03817307664
929	0.03811853278
930	0.03809064211
931	0.03802765197
932	0.03798543898
933	0.03795342385
934	0.03794825821
935	0.03790588515
936	0.0378628692
937	0.03782758693
938	0.03776853412
939	0.03773961525
940	0.03767856288
941	0.03762206177
942	0.03758195979
943	0.03754134233
944	0.03750332568
945	0.03746053445
946	0.03740125357
947	0.0373968184
948	0.03737264663
949	0.0373700561
950	0.03732920935
951	0.03728555806
952	0.03721750022
953	0.03718949173
954	0.03718666053
955	0.03714701066
956	0.03713893569
957	0.03711270949
958	0.03706922574
959	0.03703650896
960	0.03698656126
961	0.03695310711
962	0.03690011772
963	0.0368692807
964	0.03682069454
965	0.03677256731
966	0.03673539758
967	0.03672403336
968	0.03667595505
969	0.03662617688
970	0.03656004317
971	0.03655805176
972	0.03652032646
973	0.03646277636
974	0.03643094421
975	0.03639734211
976	0.0363471002
977	0.03630873278
978	0.0362864461
979	0.03625698849
980	0.03621845433
981	0.03617049574
982	0.03616790157
983	0.03612136195
984	0.03610923846
985	0.03608974107
986	0.03605944131
987	0.03603597002
988	0.03600080405
989	0.03595914624
990	0.03593683824
991	0.03588670749
992	0.0358390752
993	0.03580727577
994	0.03580448214
995	0.0357753021
996	0.03571914444
997	0.03567905341
998	0.03564307447
999	0.03559948567
